/* DATA DESCRIPTION:
	MD206_OISO10 * LATITUDE: -50.666667 * LONGITUDE: 68.421667 * DATE/TIME: 2017-01-22T15:10:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO11 * LATITUDE: -56.498500 * LONGITUDE: 63.006170 * DATE/TIME: 2017-01-16T10:55:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO12 * LATITUDE: -46.988333 * LONGITUDE: 72.023333 * DATE/TIME: 2017-01-26T13:00:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO14 * LATITUDE: -42.499170 * LONGITUDE: 74.884000 * DATE/TIME START: 2017-01-27T19:20:00 * DATE/TIME END: 2017-01-27T19:50:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO15 * LATITUDE: -39.999330 * LONGITUDE: 76.406830 * DATE/TIME: 2017-01-29T09:30:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO16 * LATITUDE: -35.000500 * LONGITUDE: 73.466330 * DATE/TIME START: 2017-02-03T13:30:00 * DATE/TIME END: 2017-02-03T14:00:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO18 * LATITUDE: -27.999830 * LONGITUDE: 65.832000 * DATE/TIME START: 2017-02-06T09:45:00 * DATE/TIME END: 2017-02-06T10:15:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISO37 * LATITUDE: -55.003830 * LONGITUDE: 52.002500 * DATE/TIME START: 2017-01-14T21:30:00 * DATE/TIME END: 2017-01-14T22:00:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
	MD206_OISOE * LATITUDE: -48.799670 * LONGITUDE: 72.367000 * DATE/TIME START: 2017-01-25T18:05:00 * DATE/TIME END: 2017-01-25T18:35:00 * LOCATION: Indian Ocean * CAMPAIGN: MD206 (URI: https://doi.org/10.17600/17002400) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Multiple investigations (MULT)
Comment:	Pigment concentrations were assayed on a HPLC analyser (VARI AN Microsorb- MV 100-3 C8) using canthaxanthin as internal standard. Concentrations were calculated after Kilias et al (2013).
Parameter(s):	Event label (Event) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Date/Time of event (Date/Time) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Latitude of event (Latitude) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Longitude of event (Longitude) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Salinity (Sal) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Timeslice (Timeslice) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de) * COMMENT: h
	Chlorophyll c3 [µg/l] (Chl c3) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Chlorophyll c1+c2 [µg/l] (Chl c1+c2) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Chlorophyllide a [µg/l] (Chlide a) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Peridinin [µg/l] (Perid) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	19-Butanoyloxyfucoxanthin [µg/l] (But-fuco) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Fucoxanthin [µg/l] (Fuco) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Neoxanthin [µg/l] (Neo) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	19-Hexanoyloxyfucoxanthin [µg/l] (Hex-fuco) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Prasinoxanthin [µg/l] (Pras) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Violaxanthin [µg/l] (Viola) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Diadinoxanthin [µg/l] (Diadino) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Antheraxanthin [µg/l] (Anthera) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Alloxanthin [µg/l] (Allo) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Diatoxanthin [µg/l] (Diato) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Zeaxanthin [µg/l] (Zea) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Lutein [µg/l] (Lut) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Chlorophyll b [µg/l] (Chl b) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Divinyl chlorophyll a [µg/l] (DV chl a) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	Chlorophyll a [µg/l] (Chl a) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	alpha-Carotene [µg/l] (a-Car) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
	beta-Carotene [µg/l] (b-Car) * PI: Hörstmann, Cora (cora.hoerstmann@awi.de)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	552 data points
*/
Event	Date/Time	Latitude	Longitude	Sal	Timeslice	Chl c3 [µg/l]	Chl c1+c2 [µg/l]	Chlide a [µg/l]	Perid [µg/l]	But-fuco [µg/l]	Fuco [µg/l]	Neo [µg/l]	Hex-fuco [µg/l]	Pras [µg/l]	Viola [µg/l]	Diadino [µg/l]	Anthera [µg/l]	Allo [µg/l]	Diato [µg/l]	Zea [µg/l]	Lut [µg/l]	Chl b [µg/l]	DV chl a [µg/l]	Chl a [µg/l]	a-Car [µg/l]	b-Car [µg/l]
MD206_OISO37	2017-01-14T21:30	-55.0038	52.0025	33.94639	0	0.07509	0.13300	0.00000	0.02646	0.03320	0.54235	0.00000	0.15700	0.04011	0.00000	0.06290	0.00000	0.00848	0.06761	0.01090	0.01934	0.00000	0.00000	0.37600	0.00000	0.02260
MD206_OISO37	2017-01-14T21:30	-55.0038	52.0025	33.94639	24	0.09242	0.03410	0.00000	0.00424	0.01490	0.06200	0.00000	0.08560	0.00000	0.00000	0.03190	0.00000	0.00000	0.00620	0.00203	0.00294	0.01208	0.00000	0.20000	0.00000	0.00523
MD206_OISO11	2017-01-16T10:55	-56.4985	63.0062	33.90284	0	0.03684	0.02880	0.00000	0.00344	0.01349	0.06139	0.00000	0.06390	0.00000	0.00000	0.04104	0.00000	0.00000	0.00795	0.00161	0.00210	0.00000	0.00000	0.18100	0.00000	0.00423
MD206_OISO10	2017-01-22T15:10	-50.6667	68.4217	33.76100	0	0.08030	0.06066	0.00000	0.00469	0.02770	0.10100	0.00000	0.06700	0.00000	0.00000	0.03360	0.00000	0.00000	0.00657	0.00000	0.00264	0.00520	0.00000	0.25300	0.00000	0.00453
MD206_OISOE	2017-01-25T18:05	-48.7997	72.3670	33.86006	0	0.14434	0.16500	0.00905	0.02620	0.04130	0.43000	0.00000	0.13700	0.00000	0.00000	0.13600	0.00000	0.00647	0.01280	0.00117	0.00305	0.00000	0.00000	0.83100	0.00000	0.01450
MD206_OISOE	2017-01-25T18:05	-48.7997	72.3670	33.86006	24	0.13235	0.24300	0.04268	0.03550	0.04270	0.55800	0.00000	0.20400	0.00000	0.00222	0.10300	0.00000	0.00542	0.00845	0.00842	0.00344	0.00000	0.00000	1.20000	0.00000	0.02130
MD206_OISO7	2017-01-19T17:45	-47.6673	58.0035	33.74963	0	0.07770	0.11700	0.00000	0.02020	0.07830	0.13400	0.00576	0.24455	0.00000	0.00877	0.09280	0.00000	0.00337	0.02220	0.00578	0.00786	0.03690	0.00000	0.57712	0.00224	0.01470
MD206_OISO7	2017-01-19T17:45	-47.6673	58.0035	33.74963	24	0.02754	0.05950	0.00000	0.01006	0.03610	0.09330	0.00408	0.16500	0.00000	0.00853	0.05910	0.00000	0.00099	0.01030	0.01150	0.00437	0.04107	0.00000	0.39900	0.00215	0.01240
MD206_OISO9	2017-01-21T17:15	-48.5015	64.9992	33.73584	0	0.07260	0.05040	0.00000	0.00336	0.05080	0.07100	0.00000	0.13532	0.00000	0.00298	0.06660	0.00000	0.00296	0.00865	0.00098	0.00460	0.01260	0.00000	0.33831	0.00000	0.00807
MD206_OISO6	2017-01-10T22:05	-45.0002	52.1023	33.75287	0	0.04130	0.08391	0.00000	0.00746	0.04660	0.10500	0.00567	0.14956	0.00000	0.00680	0.04200	0.00000	0.00283	0.00000	0.00417	0.00343	0.04252	0.00000	0.40476	0.00202	0.00927
MD206_OISO6	2017-01-10T22:05	-45.0002	52.1023	33.75287	24	0.02647	0.07405	0.00000	0.01280	0.05170	0.13100	0.00423	0.13706	0.00000	0.01410	0.05250	0.00000	0.00311	0.00000	0.00763	0.00273	0.07072	0.00000	0.46568	0.00352	0.01300
MD206_OISO12	2017-01-26T13:00	-46.9883	72.0233	33.65900	0	0.08603	0.07267	0.00000	0.01480	0.03810	0.09050	0.00443	0.21029	0.00000	0.00689	0.07910	0.00000	0.00540	0.00969	0.00275	0.00652	0.03750	0.00000	0.42084	0.00188	0.01180
MD206_OISO14	2017-01-27T19:20	-42.4992	74.8840	34.39721	0	0.10000	0.11800	0.00975	0.04680	0.06500	0.08157	0.01350	0.29422	0.00000	0.01240	0.08890	0.00000	0.00448	0.00906	0.03120	0.01390	0.09350	0.00000	0.64178	0.00000	0.01890
MD206_OISO14	2017-01-27T19:20	-42.4992	74.8840	34.39721	24	0.14700	0.10800	0.00951	0.04440	0.07030	0.07930	0.01390	0.27771	0.00000	0.01490	0.06720	0.00000	0.00545	0.00724	0.04560	0.01430	0.10600	0.00000	0.74361	0.00151	0.02540
MD206_OISO15	2017-01-29T09:30	-39.9993	76.4068	35.05728	0	0.18600	0.10600	0.01352	0.04090	0.08060	0.06843	0.01710	0.25083	0.00000	0.00874	0.07900	0.00412	0.00000	0.01818	0.04070	0.01510	0.13800	0.00716	0.62836	0.00000	0.01900
MD206_OISO4	2017-01-09T07:45	-40.0015	52.7895	35.51704	0	0.02440	0.04440	0.00000	0.01180	0.04660	0.01970	0.00507	0.17693	0.00000	0.00429	0.02830	0.00000	0.00000	0.00604	0.04040	0.00559	0.05510	0.00000	0.41669	0.00000	0.01660
MD206_OISO4	2017-01-09T07:45	-40.0015	52.7895	35.51704	24	0.05930	0.02590	0.00000	0.01080	0.02090	0.01080	0.00510	0.11145	0.00000	0.00522	0.03300	0.00000	0.00000	0.00755	0.06730	0.00324	0.04020	0.00000	0.29942	0.00000	0.01430
MD206_OISO3	2017-01-07T21:50	-34.9997	53.4993	35.46549	0	0.00000	0.00539	0.00000	0.00000	0.01070	0.00614	0.00000	0.02817	0.00000	0.00000	0.00942	0.00000	0.00000	0.00197	0.03810	0.00000	0.00000	0.01772	0.07318	0.00000	0.00648
MD206_OISO16	2017-02-03T13:30	-35.0005	73.4663	35.37890	0	0.00000	0.00393	0.00000	0.00272	0.00449	0.00325	0.00000	0.01823	0.00000	0.00000	0.01136	0.00000	0.00000	0.00672	0.03430	0.00000	0.00000	0.01553	0.04882	0.00000	0.00484
MD206_OISO16	2017-02-03T13:30	-35.0005	73.4663	35.37890	24	0.00000	0.01053	0.00000	0.00529	0.00733	0.00713	0.00000	0.02797	0.00000	0.00166	0.01423	0.00000	0.00000	0.00000	0.05080	0.00000	0.00000	0.01642	0.08298	0.00244	0.00277
MD206_OISO2	2017-01-06T17:25	-30.0005	54.0998	35.55222	0	0.00000	0.00000	0.00000	0.00411	0.00381	0.00806	0.00000	0.01380	0.00000	0.00000	0.01090	0.00000	0.00000	0.00308	0.05720	0.00000	0.00000	0.02627	0.06303	0.00000	0.00833
MD206_OISO2	2017-01-06T17:25	-30.0005	54.0998	35.55222	24	0.00000	0.00148	0.00000	0.00319	0.00000	0.00000	0.00000	0.00208	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03332	0.00000	0.00000	0.01149	0.02391	0.00000	0.00415
MD206_OISO18	2017-02-06T09:45	-27.9998	65.8320	35.85502	0	0.00000	0.00565	0.00000	0.00000	0.00395	0.00000	0.00000	0.01597	0.00000	0.00000	0.00911	0.00000	0.00000	0.00000	0.05660	0.00000	0.00000	0.03250	0.04182	0.00000	0.00868
MD206_OISO18	2017-02-06T09:45	-27.9998	65.8320	35.85502	24	0.00000	0.00716	0.00000	0.00512	0.00417	0.00632	0.00000	0.01470	0.00000	0.00000	0.00576	0.00000	0.00000	0.00000	0.06730	0.00000	0.00000	0.03939	0.04212	0.00596	0.00000
